Und ich bin Emma und ich komme auch aus Deutschland.|88.1
Ich bin Nico.|100.95
Ich komme aus ehm ... Spain?|93.1
Spanien?|3.5
Spanien ja!|61.0
Ich komme aus Spanien.|70.7
Und woher kommst du genau?|93.1
Woher?|62.0
Wo wohnst du in Spanien?|93.1
Wohnst du in Barcelona oder in Madrid?|73.55
Sevilla!|3.5
Du wohnst in Sevilla?|88.25
Ich wohne in Sevilla.|70.7
Nico war auch am Flughafen.|81.4
Er hat ein Problem: Seine Tasche ist weg.|90.1
Oh. Und was machst du jetzt?|115.5
Ich suche meine Tante.|70.7
Nicos Tante wohnt hier in Deutschland. Aber er hat die Adresse nicht.|92.1
Kannst du deine Tante anrufen?|69.7
Meine Tasche ist weg. Mein Telefon ist weg. Und die Nummer ist weg.|93.8
Und deine Familie? Kannst du deine Familie anrufen?|59.0
Nein.|120.5
Kann dein Vater nicht helfen? Er ist doch bei der Polizei.|92.6
Gute Idee!|90.25
Vater?|62.0
Mein Vater ist Polizist.|70.7
Police. Vielleicht hilft er uns. Moment!|74.55
Polizeirevier Ost Brunner hier.|41.45
Ah hallo Lisa. Wie geht’s dir?|100.95
Was ist los? Geht es Emma nicht gut?|111.65
Eh doch keine Sorge! Emma geht es gut. Aber Nico hat ein Problem.|93.8
Er war auch am Flughafen. Er kommt aus Spanien.|93.6
Ja genau. Er kommt aus Spanien und er hat ein Problem.|87.1
Seine Tasche ist weg und er spricht nicht gut Deutsch.|99.8
Hat er Papiere? Einen Ausweis oder einen Pass?|94.1
Hast du einen Pass? Passport?|104.8
Nein. Nicos Pass ist in seiner Tasche.|91.1
Aber er hat ein Foto von seiner Tante.|90.1
Sie wohnt auch hier in Deutschland aber Nico hat die Adresse nicht.|91.95
Meine Tante … she has a bicycle shop.|84.25
Seine Tante hat ein Geschäft ein Fahrradgeschäft.|61.85
Wir suchen also eine Adresse.|69.7
Die Frau hat ein Fahrradgeschäft. Richtig?|74.55
Okay. Dann komm doch mit Nico zur Polizei.|90.1
Danke Papa!|61.0
Gerne. Bis später.|77.55
Bis später!|90.25
Vielleicht kann mein Vater uns helfen.|86.25
Er hilft. He helps.|99.95
Super! Danke!|61.0
Mach’s gut Lisa. Ciao Emma. Tschüss Max!|96.95
Ciao Nico. Viel Erfolg!|88.25
Wie ist die Hausnummer Emma? 38 oder 83?|90.1
Moment …11.|90.25
Ah ja. Dann sind wir richtig hier.|108.65
Da.|120.5
Wie viele Zahlen sind das?|93.1
Wie viele?|90.25
Das sind 31 Zahlen.|99.95
31 …|119.5
Eins zwei drei vier fünf …|115.5
-Eins zwei drei vier fünf.|116.5
Sechs sieben acht neun zehn elf zwölf.|108.65
Sechs sieben acht neun zehn elf zwölf.|108.65
Was ist das?|118.5
Eine Einladung zum Geburtstag von Charlotte.|39.45
Geburtstag?|3.5
Happy birthday to you …|81.4
Ah Geburtstag!|61.0
Ja und das hier ist ein Geschenk.|108.65
Tschüss Nico! Bis morgen!|88.25
Tschüss Emma!|90.25
Lisa! Hallo! Und Emma!|70.7
Hallo!|62.0
Emma?!|62.0
Lotte! Tschüss Lisa.|77.55
Tschüss meine Süße. Hab viel Spaß ja!|100.45
Herzlichen Glückwunsch Lotte!|19.05
Wie alt ist Lotte jetzt?|104.8
Sie ist acht.|118.5
Ah Emma ist auch acht Jahre alt.|96.95
Ich hab hier Emmas Schlafsack und ihre Isomatte.|78.4
Super danke! Wo hast du deine Traumfrau kennengelernt?|60.85
Im Fundbüro.|61.0
Im Fundbüro? Hat sie jemand abgegeben?|57.0
Nein auf gar keinen Fall. Nein sie arbeitet da.|99.45
Ich habe meine Tasche verloren und ein Mann hat sie abgegeben.|69.55
Dieser Mann war unser Amor.|93.1
Und den Finder der Tasche willst du suchen?|90.1
Tasche verloren?|31.75
Ganz genau.|90.25
Er hat mein Leben verändert und ich würde mich gerne bedanken.|75.4
Also wenn du das hörst edler Finder|91.1
dann greif zum Telefon und ruf an.|96.95
Die Telefonnummer ist 08007773344.|59.0
7773344 … 7773344. Tasche verloren.|81.4
Wir machen kurz Werbung und dann wollen wir wissen wen ihr sucht!|91.95
Ruft an!|119.5
So hier ist noch meine Handynummer.|74.55
Ist das eine Zwei oder eine Sieben?|91.1
Ehh das ist eine Sieben …|97.95
0173 90 76 34 29 58.|115.5
0173 90 76 34 29 58.|115.5
Hallo wer ist da?|99.95
Hallo? Ja hallo! Wie heißt du?|97.95
Nico wie geht’s?|100.95
Danke danke mir geht’s gut. Oh mein Gott …|105.3
Wie geht’s dir?|118.5
Hmm. Nicht so gut.|117.5
Nicht so gut? Warum nicht so gut?|112.15
Meine Tasche. Meine Tasche ... Tasche verloren ...|27.75
Oh okay Moment ...|77.55
Du hast deine Tasche verloren?|69.7
Wie ist das passiert?|99.95
Hallo?|62.0
Oh hallo ... Wer bist du denn?|97.95
Eh Entschuldigung. Ich bin nicht Nico. Mein Name ist Lisa.|81.4
Nico spricht nicht so gut Deutsch.|103.8
Er sucht seine Tasche.|88.25
Seine Tasche ist schwarz und ...|69.7
Eh. Sie hat einen Aufnäher mit einem Fahrrad.|84.25
Okay.|120.5
Nicos Pass ist in der Tasche.|97.95
Also wenn ihr die Tasche findet dann gebt sie bitte bei der Polizeistelle Ost ab.|77.25
Die ist in der Schreinerstraße 144.|86.25
Scheinerstrasse 144?|31.75
Nein Schreinerstraße mit „R“|70.7
S-C-H-R-E-I-N-E-R.|62.0
Und die Hausnummer ist die 144.|97.95
Danke euch! Viel Glück!|99.95
Was soll das denn?|117.5
Entschuldigung ...|-113.51
Hallo Papa!|61.0
Ah! Hallo Lisa!|77.55
Guten Tag Jürgen Brunner mein Name.|74.55
Sie sind Nico?|100.95
Ja. Ich heiße Nicolás González.|93.1
Herr González freut mich sehr. Setzen Sie sich doch bitte|104.8
Wie kann ich Ihnen helfen?|93.1
Wie ist Ihr Geburtsdatum?|70.7
Ich meine: Wann haben Sie Geburtstag?|74.55
Geburtstag?|3.5
Geburtstag.|3.5
Adresse?|62.0
Wir nehmen meine Adresse.|70.7
Ich wohne in der Wagnergasse 136.|74.55
Ihre Passnummer!|31.75
Passnummer.|3.5
Mein Pass ist weg.|117.5
Oh das ist nicht gut.|116.5
Das ist Yara.|100.95
Und wer ist Yara?|99.95
My aunt.|119.5
Seine Tante!|61.0
Yara ist Ihre Tante.|70.7
Ja meine Tante.|77.55
Wo wohnt Yara? Haben Sie eine Adresse?|82.9
Ist Yara informiert dass Sie hier sind?|91.1
Does Yara know you are here? Is she waiting for you?|104.3
Seine Tante weiß nicht warum er hier ist?|90.1
Nein.|120.5
Warum ist er denn hier in Deutschland?|91.1
Ich weiß es nicht. Aber ich werde es rausfinden.|99.45
Ich helfe Nico.|77.55
Danke Papa.|61.0
Gerne.|62.0
Wir telefonieren! Hab viel Spaß heute Abend bei der Party.|76.4
Komm! Party?|90.25
Hi.|120.5
Hi.|120.5
Hi Lisa! Wer ist denn das?|103.8
Das ist Nico.|100.95
Hallo ich bin Nico.|88.25
Hallo Nico. Ich bin Sebastian. Was machst du hier?|81.9
Ich habe ein Problem:|88.25
Meine Tasche ist weg und mein Handy und mein Pass sind auch weg.|96.8
Und Yaras Adresse ist auch weg.|97.95
Okay das ist nicht so gut. Und woher kommst du?|110.65
Ich komme aus Spanien. Ich wohne in Sevilla.|70.7
Schön. Und wer ist Yara?|104.8
Yara ist Nicos Tante. Er hat gesagt sie hat hier|93.1
einen Fahrradladen. Aber er hat die Adresse nicht.|84.25
Auch nicht so gut. Und wie alt bist du?|117.0
Ich bin 22 Jahre alt. Und du? Kommst du aus Deutschland?|98.45
Ich bin 25 Jahre. Und ja ich komme aus Deutschland.|93.1
Und ich heiße Nina. Ich komme auch aus Deutschland|81.9
und bin 23 Jahre alt. Hi!|103.8
Kann Nico zwei Tage hier wohnen?|86.25
Klar. Kein Problem!|100.95
Willkommen in der Wagnergasse!|41.45
Dankeschön! Herzlich willkommen!|1.5
Und es gibt eine Party?|93.1
Ja aber wir haben ein kleines Problem.|91.1
Die Lampe ist kaputt.|88.25
Kann ich?|119.5
Klar. Hat am Flughafen alles geklappt? Geht es Emma gut?|87.25
Ja. Emmas Mutter sitzt im Flugzeug und Emma geht es gut die ist bei Lotte.|88.95
Ey wow! Die Lampe funktioniert wieder.|74.55
Super Nico! Danke! Möchtest du etwas trinken?|61.85
Trinken?|62.0
Ja trinken ein Getränk!|88.25
Oder zwei.|119.5
Oder drei.|119.5
Das ist Yara.|100.95
Ja sie ist hübsch.|117.5
Sie lebt in Deutschland.|88.25
Wohnt sie hier in der Stadt?|115.5
Aber wo ist das? Kennt ihr Yaras Fahrradladen?|88.25
Eh eh.|119.5
So. Was möchtet ihr trinken?|93.1
Was gibt es denn?|117.5
Wir haben … Apfelsaft Wasser Bier Wein Cola und Limonade.|64.7
Also ich nehm ein Bier.|104.8
Wir haben auch Kaffee und Tee im Angebot …|89.1
Bier danke.|90.25
Für mich bitte einen Kaffee.|93.1
Mit Milch und Zucker?|99.95
Ja mit viel Milch aber wenig Zucker. Ah warte ich mache das.|97.95
Was ist mit dir Nico? Hast du auch Durst? Was möchtest du trinken?|105.5
Cola bitte.|61.0
Alles klar. Dann nehme ich Limonade.|68.7
Also Freunde ich habe ‘ne Idee! Wir …|90.1
wir posten das Foto von Yara bei Book|90.1
und fragen: Wer kennt diesen Fahrradladen?|68.7
Und so finden wir die Adresse raus.|96.95
Ja vielleicht.|90.25
Habt ihr Hunger?|100.95
Hunger? Hungry?|61.0
Ja!|120.5
Hier sind die Speisekarten!|70.7
So also dann prost!|99.95
Prost!|120.5
Prost!|120.5
Wo ist denn Nawin? Ist er nicht hier?|111.65
Hey Nawin. Möchtest du etwas essen?|74.55
Was gibt es denn?|117.5
Sushi Pizza Salat.|60.0
Okay.|120.5
Nico was möchtest du essen?|81.4
Ich möchte eine Pizza bitte.|69.7
Hier das ist die Speisekarte von unserem Lieblingsitaliener.|37.45
Danke.|62.0
Nico|62.0
das ist Nawin. Nawin Nico.|81.4
Hallo! Ich bin Nico.|88.25
Nico? Bist du der Nico aus dem Radio?|90.1
Ja Nico war im Radio.|93.1
Du suchst deine Tasche!|88.25
Ja.|120.5
Leute die Speisekarte. Was nehmt ihr?|77.55
Ich möchte eine Pizza mit Thunfisch.|74.55
Sehr gut. Ich nehme auch eine Pizza mit Salami.|77.4
Und Nico möchtest du eine Pizza mit Thunfisch|78.4
eine mit Salami oder eine mit Tomate Mozzarella?|49.15
Ich nehme eine Pizza mit Salami bitte.|61.85
Gut. Und ich nehm' wie immer meine Pizza Hawaii ohne Schinken.|81.25
Pizza Hawaii?|61.0
Das ist eine Pizza mit Ananas und Schinken.|84.25
Nina liebt Ananas sie ist aber Vegetarierin|56.0
und deshalb nimmt sie die Pizza jedes Mal ohne Schinken.|82.25
So und ich bestelle.|88.25
Wo ist mein Handy?|99.95
Danke!|62.0
Ach eine Nachricht auf Book!|93.1
Das Foto?|90.25
Hallo.|62.0
Guten Tag Ihre Bestellung. Zahlen Sie zusammen oder getrennt?|64.35
Zusammen. Was kostet das?|70.7
Gut Moment. Die drei Pizzen mit Salami sind 2250 Euro.|82.25
Dann haben wir eine Pizza Thunfisch eine Pizza Hawaii ohne Schinken 18 Euro.|61.7
Das macht zusammen … 4050 Euro. Zahlen Sie bar oder mit Karte?|92.1
Ähm ich zahle bar. Hier sind 45 Euro. Das stimmt so.|106.1
Danke! Hier ist die Rechnung. Tschüss.|97.95
Danke.|62.0
So … Wer bekommt die Hawaii ohne Schinken?|84.25
Ich!|120.5
Tonno?|62.0
Ja!|120.5
Salami?|3.5
Salami ich!|61.0
Salami! Und noch eine Salami.|58.0
Wie viel kostet die Pizza?|93.1
Zehn Euro plus Trinkgeld. Und du bist eingeladen!|82.4
Danke schön!|90.25
Das ist vielleicht die letzte Pizza die ich hier essen werde.|81.25
Stimmt.|120.5
Nawin geht weg.|100.95
Das ist eine Bye-bye-Party?|29.75
Eine Abschiedsparty.|-26.76
Abschiedsparty.|-113.51
Guten Appetit jetzt!|60.0
Hey! Schön dass ihr da seid!|115.5
Hallo Nawin schön dich zu sehen! Vielen Dank für die Einladung!|86.75
Cool danke schön!|100.95
Prost!|120.5
Prost!|120.5
Was ist das?|118.5
Das? Das ist eine Sehenswürdigkeit in Köln: der Kölner Dom.|76.4
Warst du schon mal in Köln? Kennst du die Stadt?|116.5
Nein.|120.5
Warst du noch nie in Deutschland? Oder in Österreich oder in der Schweiz?|97.45
Jetzt habe ich Geschenke aus Köln Hamburg Düsseldorf Heidelberg und Berlin.|63.7
Und welche Städte kennst du schon?|97.95
Ich war schon mal in Hamburg und in Köln. In Heidelberg war ich noch nie.|102.3
Nächste Woche fahre ich nach München!|74.55
Was ist das?|118.5
Das ist das Brandenburger Tor. Eine Sehenswürdigkeit in Berlin.|58.5
Kennst du Berlin?|100.95
Nein. Aber Nina war schon mal in Berlin. Und Sebastian.|82.25
Ihr wart schon mal in Berlin oder?|108.65
Wir beide waren schon mal in Berlin ja. Wir waren sogar am Brandenburger Tor.|79.4
Nico?|62.0
Hm …|119.5
Alles gut?|90.25
Kein Kommentar?|61.0
Komm! Wir spielen ein Spiel.|104.8
So.|120.5
Also es gibt vier Teams:|104.8
Team Osten Team Süden Team Westen und Team Norden.|89.1
Team Süden!|90.25
Süden?|62.0
Hier! Das ist Süden das ist Norden das ist Osten und das ist Westen.|89.95
Hi ich bin Nico.|99.95
Ich komme aus Spanien … aus Sevilla.|73.55
Spanien … das ist im Süden oder?|91.1
Im Süden von Europa.|59.0
Ja. Und Sevilla ist im Süden von Spanien.|78.4
Und du?|119.5
Ich bin Selma. Ich komme aus Syrien … aus Damaskus.|81.4
Damaskus das ist …|88.25
Damaskus ist auch im Süden. Im Süden von Syrien.|76.05
Komm jetzt! Wir gewinnen!|88.25
Gewinnen?|3.5
Nico spricht noch nicht so gut Deutsch.|108.65
Wir gewinnen!|61.0
Gewinnen.|3.5
Okay alle: Gewinnen!|60.0
Ja gut dann fangt ihr an.|115.5
Ja!|120.5
Wir waren gut!|100.95
Kommt gehen wir tanzen!|88.25
Mama?|62.0
Ja ich komme.|100.95
Entschuldigung.|-55.01
Tada!|62.0
Wow was ist das denn?|116.5
Spezialitäten aus verschiedenen Ländern.|-17.06
Ihr müsst die Fähnchen zuordnen.|81.4
Das ist ja einfach!|99.95
Also Köttbullar … isst man in Schweden! So.|84.25
Warst du schon mal in Schweden?|103.8
Nee aber ich fahre nächstes Jahr nach Norwegen!|84.25
Nimmst du mich mit?|117.5
Klar!|120.5
Nawin? Du gehst nach Frankreich.|93.1
In Frankreich isst man gern Käse.|97.95
Ja gar nicht so schlecht!|116.5
Und du Sebastian?|60.0
Hier gib her.|118.5
So.|120.5
Also Sushi isst man in Japan|86.25
und in Italien isst man Pizza!|86.25
Super!|62.0
Und Nico was isst man in Spanien?|91.1
In Spanien isst man Gazpacho!|69.7
Perfekt.|62.0
Und du wohnst in Frankreich?|104.8
Bald ja. Ich habe da einen Job.|108.65
Cool …|119.5
Na ja.|119.5
Ich mag Deutschland.|77.55
Ich auch.|119.5
War die Party gut?|99.95
Sehr gut! Die Party war super!|97.95
International oder?|-26.76
Marc kommt aus Frankreich Sascha aus Russland und Selma aus Syrien.|75.4
Selma … ist sie … refugee?|86.25
Ja sie ist ein Flüchtling.|104.8
Flüchtling.|62.0
Darf Selma in Deutschland bleiben?|69.7
Keine Ahnung. Sie hat noch keine Aufenthaltserlaubnis.|50.15
Sie spricht sehr gut Deutsch!|116.5
Stimmt. Sie macht einen Deutschkurs und lernt sehr schnell.|106.65
Und welche Sprachen sprichst du Nico?|86.25
Englisch … Naja ... ein bisschen.|69.7
Und Spanisch und ein bisschen Deutsch.|97.95
Ja ich spreche Spanisch ein bisschen Englisch und ein bisschen Deutsch.|81.25
Welche Sprachen sprichst du?|88.25
Ich spreche Deutsch Englisch und Italienisch aber sehr schlecht.|89.1
Woher kommst du? Welche Sprachen sprichst du?|94.6
Ich komme aus Thailand.|88.25
Ich spreche Thai Chinesisch Englisch Deutsch Französisch und Italienisch.|59.85
Wow.|120.5
Freunde!|62.0
So kommt mal schnell her!|116.5
Das Foto von deiner Tante Yara. Es gibt eine Antwort und eine Adresse.|79.9
Wo ist meine Brille?|88.25
Was suchst du?|118.5
Meine Brille.|61.0
Und wo sind die Stifte und das Buch?|107.65
Sie sucht die Brille die Stifte und das Buch.|100.8
Ich muss zum Unterricht!|88.25
Lisa gibt Deutschkurse in einer Sprachschule.|57.0
Lisa ist Lehrerin. Sie unterrichtet Deutsch.|60.0
Du bist eine Lehrerin?|70.7
Aha …|119.5
Die Stifte …|100.95
die Brille und …|99.95
Und wie heißt das hier auf Deutsch?|114.5
Das Buch … Danke Nico!|93.1
Emma wartet auch schon!|88.25
Kein Problem Lisa. Ich hol' Emma.|89.25
Echt? Danke du bist echt die Beste!|96.95
Und nach dem Unterricht fahren wir zu Yara okay?|89.1
Yara. August-Straußberg-Gasse 23.|1.5
Ja. Ja genau.|100.95
Lisa!|62.0
Mhm …|119.5
Der Schlüssel!|90.25
Danke!|62.0
Also was ist das?|99.95
Das ist eine Tafel.|88.25
Sehr gut. Kannst du das bitte buchstabieren?|79.4
T-A-F-E-L|62.0
Super Rana.|61.0
Der Tafel.|90.25
Entschuldigung kannst du das noch mal wiederholen?|61.85
Das Tafel?|90.25
Die Tafel.|90.25
Nomen und Artikel gehören immer zusammen:|39.45
der Stuhl die Tafel das Buch.|103.8
Kennt ihr noch andere Nomen mit Artikeln??|73.55
Die Tasche!|90.25
Richtig. Die Tasche.|77.55
Das ist eine Tasche. Das ist auch eine Tasche.|93.6
Und das ist die Tasche von Jenny.|96.95
Die Tasche eine Tasche …|81.4
So. Und jetzt alle Post-its schreiben!|86.25
Das Wörterbuch hilft.|77.55
Auf Wiedersehen!|31.75
Auf Wiedersehen! Mach’s gut!|70.7
Ciao! Tschüss!|119.5
Bis bald! Tschüss!|118.5
Wiedersehen!|-55.01
Oh entschuldige!|31.75
Hallo hier Lisa Brunner.|70.7
Ah ja die Anzeige im Internet. Ja wir suchen immer noch.|86.75
Ja die Wohnung hat eine Terrasse.|74.55
Nein im Haus ist kein Aufzug.|103.8
Nein eine Garage haben wir nicht aber komm doch erst mal vorbei.|86.1
Einen Moment bitte.|77.55
Ein Stift …|118.5
Wo ist mein Stift? Hast du einen Stift?|117.5
Nein ich hab' keinen Stift.|104.8
Ah. Einen Zettel … Ich brauche einen Zettel.|90.1
Hier ein Zettel.|100.95
Danke! Okay … Also – halb vier.|96.95
Und dein Name ist Marvin Graupner.|74.55
Okay. Alles klar. Bis dann. Tschüss!|103.8
Das war ein Bewerber für Nawins Zimmer.|79.4
Bewerber?|3.5
Ja Nawin geht doch nach Frankreich.|97.95
Wir suchen also einen Mieter für Nawins Zimmer. Er kommt heute noch.|86.25
Aber jetzt gehen wir erst mal zu deiner Tante!|94.95
Die Tür.|119.5
Die Tür. Richtig!|100.95
Also … ich sehe was was du nicht siehst und das ist … groß und rot.|99.65
Das Auto.|90.25
Das Auto ist rot aber es ist nicht groß es ist klein.|103.65
Ähm … das Haus.|117.5
Ja richtig! Du bist dran.|104.8
Ich sehe was was du nicht siehst und das ist groß und klein.|102.65
Ich glaube nicht …|99.95
Ah … ich sehe was was du nicht siehst und das ist groß und gelb.|100.65
Das Haus.|119.5
Ja.|120.5
Das hier ist die August-Straußberg-Gasse 23.|68.7
Aber wo ist der Fahrradladen?|81.4
Hier ist kein Fahrradladen.|70.7
Ja aber wir sind richtig.|104.8
Ich sehe was was du nicht siehst … und das ist nicht da.|102.65
Die Adresse ist falsch. Es gibt hier wirklich keinen Fahrradladen.|81.4
Es tut mir leid Nico … Komm!|108.65
Nico …|90.25
Hmm?|120.5
Wir haben ein Problem.|88.25
Ein Problem?|90.25
Ja ein Problem.|100.95
Du kannst nur noch zwei Tage in der WG bleiben.|99.8
Dann musst du umziehen. Verstehst du?|86.25
Okay. Kein Problem.|100.95
Unsere Heizung ist kaputt.|59.0
Sebastian Nina Nawin und ich fahren dann in Urlaub.|65.7
Du bist nicht da?|117.5
Ich suche mir ein Hotel.|93.1
Nein. Das ist sehr teuer.|104.8
Eine Jugendherberge ist besser.|29.75
Jugendherberge?|-113.51
Ja. Eine Jugendherberge oder ein Hostel.|57.0
Jugendherbergen und Hostels sind nicht so teuer wie ein Hotel.|70.55
Viele junge Leute übernachten dort.|58.0
Und ich frage meine Freunde und Bekannten.|73.55
Vielleicht haben sie ein Zimmer frei.|86.25
Okay danke …|100.95
Du willst dir das Zimmer anschauen?|86.25
Ja. Ich suche eine neue WG.|97.95
Wir haben telefoniert. Ich bin Lisa Brunner.|65.35
Cool.|120.5
So äh das ist die Wohnung.|103.8
Hi Lisa.|90.25
Das ist …|118.5
Marvin hi.|61.0
Marvin möchte dein Zimmer sehen.|58.0
Ah hi! Ich bin Nawin. Freut mich.|108.65
Hi.|120.5
Schon okay …|118.5
Wo ist Emma?|100.95
Draußen mit Nina.|77.55
Okay.|120.5
Okay dann fangen wir an!|104.8
Äh das ist das Wohnzimmer.|93.1
Die Fenster sind groß und das Zimmer ist hell.|100.8
Cool.|120.5
Wie viele Zimmer hat die Wohnung?|86.25
Es gibt fünf Zimmer eine Küche und ein Bad.|94.95
Ja dann komm mal mit.|116.5
Los los los los komm!|116.5
Das Zimmer ist frei für dich.|103.8
Ganz schön groß.|118.5
Wie viele Quadratmeter hat das Zimmer denn?|73.55
Ich glaube es hat zehn Quadratmeter oder?|79.4
Äh das Zimmer hat elf Quadratmeter.|74.55
Ah.|120.5
Ja und es ist sehr ruhig. Keine Autos.|90.1
So das ist die Küche.|104.8
Die Küche ist sehr gemütlich. Hier sitzen wir oft.|93.6
Wie teuer ist das Zimmer?|93.1
Die Miete kostet mit Nebenkosten 400 Euro im Monat.|65.7
Okay.|120.5
Ich nehme das Zimmer!|88.25
Super … Äh ...|77.55
Es kommen noch andere Interessenten.|34.6
Aber wir rufen dich an.|104.8
Ja cool. Na dann! Tschüss!|116.5
Hi Mädels.|90.25
Äh. Du bist Wolfgang oder?|104.8
Ja aber alle sagen nur Wolf.|97.95
Hi Wolf.|119.5
Nice. Das ist das Wohnzimmer hm?|86.25
Ja genau.|90.25
Der Tisch der ist nicht schön.|115.5
Die Stühle sind alt und der Schrank ist viel zu groß.|104.65
Das Sofa das stellen wir da an die Wand.|100.8
Und in die Ecke kommt mein Schlagzeug. Die Drums.|106.65
Das ist doch super. Dann können wir zusammen jammen.|81.9
Und da in die Ecke …|115.5
Teppiche wir brauchen viele Teppiche. Lampen und Kissen. Zum Chillen.|63.85
Wir melden uns bei dir ja?|103.8
Ähm ja.|119.5
Wow.|120.5
Das ist mein Zimmer …|104.8
Vielleicht bald dein Zimmer?|88.25
Ist das auch deine? Oh.|104.8
Nein das ist meine.|99.95
Die habe ich schon gesucht. Danke Ulla!|79.4
Ist das mein Bad?|117.5
Äh … Nein wir haben nur ein Bad.|107.65
Hier duschen alle.|77.55
Alle?|62.0
Hier ist es nicht sehr sauber.|103.8
Wie oft putzt ihr denn?|116.5
Naja das kommt drauf an.|104.8
Ist es dreckig dann putzen wir.|97.95
Und wie sind die Nachbarn?|104.8
Die sind nicht zu laut oder?|115.5
Doch! Die sind super laut und nicht nett!|107.65
Na dann …|118.5
Na dann. Wir rufen dich an.|103.8
Okay.|120.5
Tschüss!|120.5
Was für eine Katastrophe!|41.45
Ich glaube wir finden nie einen Mieter für Nawins Zimmer!|82.25
Ah die Sprachschule …|88.25
Oh nein!|119.5
Was ist?|119.5
Meine Kollegin Manja ist krank. Ich mache morgen Manjas Unterricht.|63.85
Ist doch super.|100.95
Ja und was mache ich mit Emma?|96.95
Wann beginnt der Kurs?|99.95
Um neun.|119.5
